timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,user_agent,url,is_internal_traffic,label,attack_type
2025-10-01 04:11:21,153.111.62.182,202.92.24.131,3389,21,TCP,271417,482806,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/login?id=262850,False,0,benign
2025-10-01 05:01:20,246.61.44.220,151.181.71.29,53,443,TCP,64213,67744,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/dashboard?id=296452,False,0,benign
2025-10-01 05:45:45,196.94.56.179,1.61.80.107,57116,445,UDP,4778,11371,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/manager/html?id=948249,False,0,benign
2025-10-01 05:58:38,48.129.150.120,156.220.85.86,53819,443,TCP,9462,14565,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/?id=493246,False,0,benign
2025-10-01 06:14:05,255.141.218.178,15.244.116.253,51620,1433,TCP,32201,128441,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/wp-login.php?id=134862,False,0,benign
2025-10-01 06:22:48,232.165.131.42,183.69.142.192,25424,445,UDP,24971,7262,python-urllib/3.9,https://webmail.corp/login?id=895434,False,0,benign
2025-10-01 06:36:26,200.37.141.199,236.32.118.228,19269,5,UDP,7781,26386,curl/8.4.0,https://portal.example.org/login?id=969994,False,1,port-scan
2025-10-01 07:01:35,16.195.198.86,154.151.122.14,40858,3389,TCP,5737,22359,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=169999,False,0,benign
2025-10-01 07:33:43,255.30.132.245,210.50.67.202,43570,443,TCP,19666,37072,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/config.php?id=809262,True,0,benign
2025-10-01 08:13:56,18.251.102.157,154.203.77.202,22,22,ICMP,27778,106478,python-requests/2.31.0,https://api.service.io/backup.sql?id=369045,False,0,benign
2025-10-01 08:15:43,101.91.251.28,255.61.200.51,21027,53,UDP,144452,444250,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://webmail.corp/phpmyadmin?id=453617,True,0,benign
2025-10-01 09:34:36,165.54.226.184,195.118.246.165,24447,445,TCP,47738,59837,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/api/v1/users?id=314737,False,0,benign
2025-10-01 09:36:33,67.52.17.19,101.181.131.54,22,80,TCP,8286,19778,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/?id=647220,False,0,benign
2025-10-01 10:06:26,19.128.228.5,153.136.79.216,25,22,UDP,79538,141624,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/?id=276227,False,0,benign
2025-10-01 10:22:09,230.254.76.168,143.11.23.207,1433,443,TCP,28391,105998,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/owa/auth/logon.aspx?id=109069,True,0,benign
2025-10-01 10:50:19,164.0.19.171,58.13.210.164,29599,80,TCP,42088,146722,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/phpmyadmin?id=799500,False,0,benign
2025-10-01 10:58:59,85.200.1.132,143.147.43.154,22,443,UDP,184486,202730,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/?id=503436,True,0,benign
2025-10-01 11:43:13,104.35.115.1,140.159.54.208,443,1433,TCP,7124,9076,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/owa/auth/logon.aspx?id=730696,True,0,benign
2025-10-01 12:14:10,78.205.28.162,81.60.64.234,24549,1433,TCP,28562,109042,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/api/v1/users?id=898783,False,0,benign
2025-10-01 12:19:41,246.46.187.137,55.238.249.44,443,443,TCP,11252,14019,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://portal.example.org/.env?id=303232,False,0,benign
2025-10-01 13:44:19,28.183.249.22,241.128.5.8,22143,53,TCP,11339,33930,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/dashboard?id=267759,False,0,benign
2025-10-01 13:44:43,227.224.97.36,52.131.182.101,53145,445,UDP,925,3853,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/?id=773094,False,0,benign
2025-10-01 14:52:31,248.230.8.10,52.238.185.99,34531,25,TCP,1512,3304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/.env?id=658782,True,0,benign
2025-10-01 15:08:35,87.28.172.202,57.201.193.187,19043,22,TCP,4530,17976,curl/8.4.0,https://portal.example.org/wp-login.php?id=203454,False,0,benign
2025-10-01 15:18:23,185.21.207.31,177.208.223.90,40240,25,TCP,12335,22276,curl/8.4.0,https://internal.bank.local/wp-login.php?id=981257,True,0,benign
2025-10-01 15:18:58,55.234.76.190,27.75.3.143,5211,22,TCP,260490,453705,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/dashboard?id=537644,False,0,benign
2025-10-01 15:24:28,189.72.250.168,133.107.78.92,18531,80,TCP,22468,65842,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/backup.sql?id=390948,False,0,benign
2025-10-01 15:46:08,180.66.7.45,79.110.126.199,27713,53,TCP,236687,181586,curl/8.4.0,https://app.company.in/wp-login.php?id=492322,False,0,benign
2025-10-01 15:54:55,162.25.157.211,94.59.205.5,9714,25,TCP,76456,139657,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/admin?id=322013,False,0,benign
2025-10-01 16:45:21,44.32.54.30,38.25.187.137,35899,7987,TCP,87806,360152,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/?id=323379,True,0,benign
2025-10-01 16:45:48,128.112.32.206,177.220.214.144,34403,3306,TCP,3182,13013,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/login?id=303150,False,0,benign
2025-10-01 16:49:08,52.218.172.208,122.10.114.89,31705,445,TCP,39163,56225,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/.env?id=360731,True,0,benign
2025-10-01 17:54:43,45.171.32.31,249.8.223.182,24099,80,TCP,6092,12287,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/phpmyadmin?id=369671,True,0,benign
2025-10-01 18:00:43,71.72.212.44,63.249.197.227,64406,445,TCP,75826,315647,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/?id=915160,False,0,benign
2025-10-01 18:13:44,179.189.84.113,69.80.117.194,34670,64323,ICMP,19715,75045,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=709208,False,0,benign
2025-10-01 18:47:13,203.192.80.5,245.183.123.154,80,3389,TCP,2833,10626,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/admin?id=638150,False,0,benign
2025-10-01 18:52:10,226.249.41.2,26.48.31.156,80,1433,TCP,19774,1774,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=689641,True,0,benign
2025-10-01 18:55:09,2.91.45.181,134.177.96.47,21,445,TCP,8882,36445,curl/8.4.0,https://internal.bank.local/owa/auth/logon.aspx?id=509212,False,0,benign
2025-10-01 19:03:17,167.145.213.178,16.192.121.186,20339,445,ICMP,32511,83577,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/config.php?id=141981,True,0,benign
2025-10-01 19:25:12,62.89.19.153,251.168.139.187,43467,25,TCP,10912,35686,python-requests/2.31.0,https://webmail.corp/.env?id=879243,False,0,benign
2025-10-01 19:37:00,47.255.45.161,88.130.24.21,25,80,TCP,2984,8729,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/config.php?id=458228,True,0,benign
2025-10-01 19:43:18,212.154.178.108,119.18.141.195,61862,22,TCP,2634,3952,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/manager/html?id=369349,False,0,benign
2025-10-01 19:44:51,2.120.98.31,151.20.213.118,44567,53,TCP,3350,12963,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/login?id=193171,False,0,benign
2025-10-01 20:48:29,161.106.141.14,123.230.119.157,15958,44506,TCP,33918,109761,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/shell?id=334695,False,0,benign
2025-10-01 21:16:49,50.57.76.176,99.48.16.170,15479,3389,TCP,36029,134176,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/phpmyadmin?id=208407,False,0,benign
2025-10-01 21:38:24,94.145.107.112,232.49.26.133,12496,1433,TCP,10855,8306,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=537329,False,0,benign
2025-10-01 21:40:52,65.171.232.12,222.10.150.208,48664,445,UDP,45262,68493,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/wp-login.php?id=73430,False,0,benign
2025-10-01 21:42:23,27.26.90.41,29.254.160.110,57832,25,UDP,16938,41844,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/.env?id=577488,False,0,benign
2025-10-01 21:53:51,202.14.248.132,160.142.109.9,62446,3306,TCP,40174,91419,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/owa/auth/logon.aspx?id=484658,False,0,benign
2025-10-01 22:01:13,30.36.120.185,122.82.53.230,22,445,TCP,15631,6221,curl/8.4.0,https://portal.example.org/login?id=614989,False,0,benign
2025-10-01 22:19:51,114.166.214.51,176.233.232.206,5821,1433,TCP,41349,4755,curl/8.4.0,https://webmail.corp/shell?id=62593,False,0,benign
2025-10-01 22:21:27,192.166.117.200,34.197.216.53,3389,21,TCP,21767,5948,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/config.php?id=393722,True,0,benign
2025-10-01 22:42:04,150.248.27.228,138.169.225.143,33599,25,ICMP,4640,9110,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/shell?id=304823,False,0,benign
2025-10-01 23:39:13,112.74.110.238,235.214.230.239,25628,1433,TCP,121816,210742,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/shell?id=50249,False,0,benign
2025-10-02 00:35:48,96.69.234.185,84.244.81.141,21,1433,TCP,25522,41528,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/test.php?id=724224,False,0,benign
2025-10-02 00:57:25,86.65.16.178,198.60.85.218,11872,443,TCP,24462,71756,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/manager/html?id=386772,False,0,benign
2025-10-02 02:26:55,76.80.87.148,179.178.171.225,445,3389,TCP,44898,45483,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/dashboard?id=726257,False,0,benign
2025-10-02 02:33:13,249.117.44.106,95.98.238.183,23642,25,TCP,53260,138087,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/owa/auth/logon.aspx?id=214323,False,0,benign
2025-10-02 02:38:38,220.250.110.152,59.31.142.55,53649,80,TCP,55629,224913,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/dashboard?id=546535,False,0,benign
2025-10-02 02:38:49,122.236.142.4,117.213.104.32,33422,3389,TCP,1735,1761,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/login?id=77964,False,0,benign
2025-10-02 03:02:10,84.222.113.229,104.252.11.127,22287,3306,TCP,16077,66592,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/backup.sql?id=305170,False,0,benign
2025-10-02 03:36:53,121.17.217.136,182.48.138.192,16296,36576,TCP,14754,16717,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/backup.sql?id=922406,False,0,benign
2025-10-02 04:07:05,127.123.42.143,192.139.18.201,21,3389,TCP,25084,19781,python-urllib/3.9,https://app.company.in/test.php?id=629681,False,0,benign
2025-10-02 04:26:46,193.6.208.244,114.189.210.12,25,53,UDP,9146,34457,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/admin?id=884914,False,0,benign
2025-10-02 04:34:49,56.67.183.76,136.36.157.167,52337,3306,TCP,96879,196078,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/test.php?id=368914,True,0,benign
2025-10-02 04:37:59,62.46.8.123,187.216.159.249,22726,445,TCP,630,1924,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=999178,False,0,benign
2025-10-02 04:48:04,118.12.232.119,254.248.81.150,14167,53,TCP,1311,4973,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/?id=235852,False,0,benign
2025-10-02 04:48:35,198.70.207.48,106.82.90.188,54356,443,UDP,5117,10490,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://webmail.corp/.env?id=582183,False,0,benign
2025-10-02 05:42:29,110.138.106.202,222.191.58.205,50705,1433,TCP,995611,1844905,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://app.company.in/api/v1/users?id=958364,False,0,benign
2025-10-02 05:45:26,176.41.171.189,36.211.248.47,26188,21,TCP,2502,10183,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/shell?id=821379,True,0,benign
2025-10-02 06:12:40,239.28.186.228,106.208.164.254,14715,443,TCP,308918,816766,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://webmail.corp/admin?id=141306,False,0,benign
2025-10-02 08:00:03,45.34.104.36,171.247.34.234,31292,1433,TCP,54549,198829,python-requests/2.31.0,https://portal.example.org/shell?id=833204,False,0,benign
2025-10-02 08:08:27,252.171.122.139,16.165.96.250,43485,53,TCP,186941,411001,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/config.php?id=113271,False,0,benign
2025-10-02 08:25:58,30.244.107.193,151.73.181.166,19420,445,TCP,3520,916,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/phpmyadmin?id=60159,False,0,benign
2025-10-02 08:49:06,230.136.216.71,207.253.235.31,63621,80,TCP,85390,125670,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/manager/html?id=376708,False,0,benign
2025-10-02 08:58:05,14.32.190.89,143.165.99.183,12908,22,TCP,34919,127581,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/shell?id=450510,False,0,benign
2025-10-02 09:05:43,116.248.62.121,103.1.54.122,3169,443,UDP,128420,135572,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://portal.example.org/phpmyadmin?id=728266,False,0,benign
2025-10-02 10:18:40,182.149.231.159,75.114.10.66,39877,21,TCP,50220,201259,python-requests/2.31.0,https://portal.example.org/api/v1/users?id=381138,False,0,benign
2025-10-02 10:23:17,95.33.96.229,16.80.179.97,3083,443,TCP,397582,1041673,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/phpmyadmin?id=295883,False,0,benign
2025-10-02 10:59:08,101.91.147.246,31.102.50.105,10340,80,UDP,31410,117090,curl/8.4.0,https://internal.bank.local/.env?id=614862,False,0,benign
2025-10-02 11:06:37,245.39.55.43,175.203.253.120,21064,3306,TCP,36855,120163,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/config.php?id=5638,False,0,benign
2025-10-02 11:43:48,39.104.11.76,1.224.56.254,34673,25,TCP,85557,122769,curl/8.4.0,https://api.service.io/phpmyadmin?id=126175,False,0,benign
2025-10-02 11:45:44,107.67.242.89,40.229.239.27,14531,3389,UDP,32185,7868,curl/8.4.0,https://webmail.corp/test.php?id=999396,False,0,benign
2025-10-02 11:48:23,108.227.10.75,113.220.109.190,61247,21,TCP,77737,137531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/phpmyadmin?id=774027,False,0,benign
2025-10-02 12:27:26,49.32.11.224,241.11.49.231,20622,3389,TCP,99827,295763,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/manager/html?id=845960,True,0,benign
2025-10-02 12:29:09,206.118.171.106,224.151.91.179,3700,30546,TCP,43718,75142,curl/8.4.0,https://app.company.in/test.php?id=599820,False,0,benign
2025-10-02 12:39:27,152.227.234.78,76.107.51.125,32022,25,TCP,4374,16546,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/test.php?id=731821,False,0,benign
2025-10-02 12:46:21,146.67.156.44,233.208.236.102,6650,445,TCP,9131,37264,python-requests/2.31.0,https://portal.example.org/login?id=751885,False,0,benign
2025-10-02 13:47:42,203.133.116.124,35.85.224.9,47063,25,TCP,84915,137214,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/phpmyadmin?id=472576,False,0,benign
2025-10-02 13:50:49,96.147.24.38,37.178.159.64,8403,3389,UDP,214874,801084,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/dashboard?id=593450,False,0,benign
2025-10-02 13:56:17,91.145.233.245,244.36.202.164,44695,25,UDP,987,3254,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/wp-login.php?id=680179,False,0,benign
2025-10-02 13:59:14,43.82.146.47,252.118.34.82,48152,445,TCP,8878,19255,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/backup.sql?id=87811,False,0,benign
2025-10-02 14:17:49,250.89.78.42,131.158.215.70,51218,443,TCP,22874,67935,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/manager/html?id=409161,False,0,benign
